Provider ID,Measure Name,Measure ID,Compared to National,Score
340032,"SSI: Colon, Number of Procedures",HAI_3_DOPC_DAYS,No Different than National Benchmark,202
340032,SSI: Colon Predicted Cases,HAI_3_ELIGCASES,No Different than National Benchmark,5.48
340032,SSI: Colon Observed Cases,HAI_3_NUMERATOR,No Different than National Benchmark,2
340032,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,No Different than National Benchmark,0.365
340032,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,No Different than National Benchmark,Not Available
340032,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,No Different than National Benchmark,2.805
340032,"SSI: Abdominal, Number of Procedures",HAI_4_DOPC_DAYS,No Different than National Benchmark,129
340032,SSI: Abdominal Predicted Cases,HAI_4_ELIGCASES,No Different than National Benchmark,1.068
340032,SSI: Abdominal Observed Cases,HAI_4_NUMERATOR,No Different than National Benchmark,0
340032,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,No Different than National Benchmark,0
340032,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,No Different than National Benchmark,0.292
340032,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,No Different than National Benchmark,2.219
340032,MRSA Patient Days,HAI_5_DOPC_DAYS,No Different than National Benchmark,96416
340032,MRSA Predicted Cases,HAI_5_ELIGCASES,No Different than National Benchmark,4.348
340032,MRSA Observed Cases,HAI_5_NUMERATOR,No Different than National Benchmark,4
340032,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,No Different than National Benchmark,0.92
340032,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,Not Available,Not Available
340032,C.diff Upper Confidence Limit,HAI_6_CI_UPPER,Not Available,Not Available
340032,C.diff Patient Days,HAI_6_DOPC_DAYS,Not Available,Not Available
340032,C.diff Predicted Cases,HAI_6_ELIGCASES,Not Available,Not Available
340032,C.diff Observed Cases,HAI_6_NUMERATOR,Not Available,Not Available
340032,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,Not Available,Not Available
340037,CLABSI: Lower Confidence Limit,HAI_1_CI_LOWER,Not Available,Not Available
340037,CLABSI: Upper Confidence Limit,HAI_1_CI_UPPER,Not Available,Not Available
340037,CLABSI: Number of Device Days,HAI_1_DOPC_DAYS,Not Available,Not Available
340037,CLABSI: Predicted Cases,HAI_1_ELIGCASES,Not Available,Not Available
340037,CLABSI: Observed Cases,HAI_1_NUMERATOR,Not Available,Not Available
340037,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,Not Available,Not Available
340037,CAUTI: Lower Confidence Limit,HAI_2_CI_LOWER,Not Available,Not Available
340037,CAUTI: Upper Confidence Limit,HAI_2_CI_UPPER,Not Available,Not Available
340037,CAUTI: Number of Urinary Catheter Days,HAI_2_DOPC_DAYS,Not Available,Not Available
340037,CAUTI: Predicted Cases,HAI_2_ELIGCASES,Not Available,Not Available
340037,CAUTI: Observed Cases,HAI_2_NUMERATOR,Not Available,Not Available
340037,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,Not Available,Not Available
340037,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,Not Available,Not Available
340037,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,Not Available,Not Available
340037,"SSI: Colon, Number of Procedures",HAI_3_DOPC_DAYS,Not Available,19
340037,SSI: Colon Predicted Cases,HAI_3_ELIGCASES,Not Available,0.504
340037,SSI: Colon Observed Cases,HAI_3_NUMERATOR,Not Available,0
340037,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,Not Available,Not Available
340037,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,Not Available,Not Available
340037,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,Not Available,Not Available
340037,"SSI: Abdominal, Number of Procedures",HAI_4_DOPC_DAYS,Not Available,Not Available
340037,SSI: Abdominal Predicted Cases,HAI_4_ELIGCASES,Not Available,Not Available
340037,SSI: Abdominal Observed Cases,HAI_4_NUMERATOR,Not Available,Not Available
340037,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,Not Available,Not Available
340037,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,Not Available,Not Available
340037,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,Not Available,Not Available
340037,MRSA Patient Days,HAI_5_DOPC_DAYS,Not Available,7948
340037,MRSA Predicted Cases,HAI_5_ELIGCASES,Not Available,0.182
340037,MRSA Observed Cases,HAI_5_NUMERATOR,Not Available,0
340037,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,Not Available,Not Available
340037,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,Better than the National Benchmark,Not Available
340037,C.diff Upper Confidence Limit,HAI_6_CI_UPPER,Better than the National Benchmark,0.704
340037,C.diff Patient Days,HAI_6_DOPC_DAYS,Better than the National Benchmark,7948
340037,C.diff Predicted Cases,HAI_6_ELIGCASES,Better than the National Benchmark,4.254
340037,C.diff Observed Cases,HAI_6_NUMERATOR,Better than the National Benchmark,0
340037,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,Better than the National Benchmark,0
340039,CLABSI: Lower Confidence Limit,HAI_1_CI_LOWER,Not Available,Not Available
340039,CLABSI: Upper Confidence Limit,HAI_1_CI_UPPER,Not Available,Not Available
340039,CLABSI: Number of Device Days,HAI_1_DOPC_DAYS,Not Available,Not Available
340039,CLABSI: Predicted Cases,HAI_1_ELIGCASES,Not Available,Not Available
340039,CLABSI: Observed Cases,HAI_1_NUMERATOR,Not Available,Not Available
340039,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,Not Available,Not Available
340039,CAUTI: Lower Confidence Limit,HAI_2_CI_LOWER,Not Available,Not Available
340039,CAUTI: Upper Confidence Limit,HAI_2_CI_UPPER,Not Available,Not Available
340039,CAUTI: Number of Urinary Catheter Days,HAI_2_DOPC_DAYS,Not Available,Not Available
340039,CAUTI: Predicted Cases,HAI_2_ELIGCASES,Not Available,Not Available
340039,CAUTI: Observed Cases,HAI_2_NUMERATOR,Not Available,Not Available
340039,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,Not Available,Not Available
340039,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,No Different than National Benchmark,Not Available
340039,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,No Different than National Benchmark,1.222
340039,"SSI: Colon, Number of Procedures",HAI_3_DOPC_DAYS,No Different than National Benchmark,94
340039,SSI: Colon Predicted Cases,HAI_3_ELIGCASES,No Different than National Benchmark,2.452
340039,SSI: Colon Observed Cases,HAI_3_NUMERATOR,No Different than National Benchmark,0
340039,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,No Different than National Benchmark,0
340039,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,Not Available,Not Available
340039,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,Not Available,Not Available
340039,"SSI: Abdominal, Number of Procedures",HAI_4_DOPC_DAYS,Not Available,76
340039,SSI: Abdominal Predicted Cases,HAI_4_ELIGCASES,Not Available,0.59
340039,SSI: Abdominal Observed Cases,HAI_4_NUMERATOR,Not Available,1
340039,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,Not Available,Not Available
340039,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,No Different than National Benchmark,0.033
340039,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,No Different than National Benchmark,3.226
340039,MRSA Patient Days,HAI_5_DOPC_DAYS,No Different than National Benchmark,39332
340039,MRSA Predicted Cases,HAI_5_ELIGCASES,No Different than National Benchmark,1.529
340039,MRSA Observed Cases,HAI_5_NUMERATOR,No Different than National Benchmark,1
340039,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,No Different than National Benchmark,0.654
340039,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,Worse than the National Benchmark,1.123
340039,C.diff Upper Confidence Limit,HAI_6_CI_UPPER,Worse than the National Benchmark,2.107
340039,C.diff Patient Days,HAI_6_DOPC_DAYS,Worse than the National Benchmark,37748
340039,C.diff Predicted Cases,HAI_6_ELIGCASES,Worse than the National Benchmark,25.05
340039,C.diff Observed Cases,HAI_6_NUMERATOR,Worse than the National Benchmark,39
340039,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,Worse than the National Benchmark,1.557
340040,CLABSI: Lower Confidence Limit,HAI_1_CI_LOWER,Not Available,Not Available
340040,CLABSI: Upper Confidence Limit,HAI_1_CI_UPPER,Not Available,Not Available
340040,CLABSI: Number of Device Days,HAI_1_DOPC_DAYS,Not Available,Not Available
340040,CLABSI: Predicted Cases,HAI_1_ELIGCASES,Not Available,Not Available
340040,CLABSI: Observed Cases,HAI_1_NUMERATOR,Not Available,Not Available
340040,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,Not Available,Not Available
340040,CAUTI: Lower Confidence Limit,HAI_2_CI_LOWER,Not Available,Not Available
340040,CAUTI: Upper Confidence Limit,HAI_2_CI_UPPER,Not Available,Not Available
340040,CAUTI: Number of Urinary Catheter Days,HAI_2_DOPC_DAYS,Not Available,Not Available
340040,CAUTI: Predicted Cases,HAI_2_ELIGCASES,Not Available,Not Available
340040,CAUTI: Observed Cases,HAI_2_NUMERATOR,Not Available,Not Available
340040,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,Not Available,Not Available
340040,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,No Different than National Benchmark,0.722
340040,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,No Different than National Benchmark,1.83
340040,"SSI: Colon, Number of Procedures",HAI_3_DOPC_DAYS,No Different than National Benchmark,533
340040,SSI: Colon Predicted Cases,HAI_3_ELIGCASES,No Different than National Benchmark,15.244
340040,SSI: Colon Observed Cases,HAI_3_NUMERATOR,No Different than National Benchmark,18
340040,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,No Different than National Benchmark,1.181
340040,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,No Different than National Benchmark,0.138
340040,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,No Different than National Benchmark,2.72
340040,"SSI: Abdominal, Number of Procedures",HAI_4_DOPC_DAYS,No Different than National Benchmark,280
340040,SSI: Abdominal Predicted Cases,HAI_4_ELIGCASES,No Different than National Benchmark,2.429
340040,SSI: Abdominal Observed Cases,HAI_4_NUMERATOR,No Different than National Benchmark,2
340040,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,No Different than National Benchmark,0.823
340040,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,Better than the National Benchmark,0.123
340040,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,Better than the National Benchmark,0.63
340040,MRSA Patient Days,HAI_5_DOPC_DAYS,Better than the National Benchmark,238835
340040,MRSA Predicted Cases,HAI_5_ELIGCASES,Better than the National Benchmark,19.819
340040,MRSA Observed Cases,HAI_5_NUMERATOR,Better than the National Benchmark,6
340040,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,Better than the National Benchmark,0.303
340040,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,Better than the National Benchmark,0.586
340040,C.diff Upper Confidence Limit,HAI_6_CI_UPPER,Better than the National Benchmark,0.841
340040,C.diff Patient Days,HAI_6_DOPC_DAYS,Better than the National Benchmark,228017
340040,C.diff Predicted Cases,HAI_6_ELIGCASES,Better than the National Benchmark,167.501
340040,C.diff Observed Cases,HAI_6_NUMERATOR,Better than the National Benchmark,118
340040,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,Better than the National Benchmark,0.704
340041,CLABSI: Lower Confidence Limit,HAI_1_CI_LOWER,Not Available,Not Available
340041,CLABSI: Upper Confidence Limit,HAI_1_CI_UPPER,Not Available,Not Available
340041,CLABSI: Number of Device Days,HAI_1_DOPC_DAYS,Not Available,Not Available
340041,CLABSI: Predicted Cases,HAI_1_ELIGCASES,Not Available,Not Available
340041,CLABSI: Observed Cases,HAI_1_NUMERATOR,Not Available,Not Available
340041,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,Not Available,Not Available
340041,CAUTI: Lower Confidence Limit,HAI_2_CI_LOWER,Not Available,Not Available
340041,CAUTI: Upper Confidence Limit,HAI_2_CI_UPPER,Not Available,Not Available
340041,CAUTI: Number of Urinary Catheter Days,HAI_2_DOPC_DAYS,Not Available,Not Available
340041,CAUTI: Predicted Cases,HAI_2_ELIGCASES,Not Available,Not Available
340041,CAUTI: Observed Cases,HAI_2_NUMERATOR,Not Available,Not Available
340041,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,Not Available,Not Available
340041,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,Not Available,Not Available
340041,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,Not Available,Not Available
340041,"SSI: Colon, Number of Procedures",HAI_3_DOPC_DAYS,Not Available,5
340041,SSI: Colon Predicted Cases,HAI_3_ELIGCASES,Not Available,0.138
340041,SSI: Colon Observed Cases,HAI_3_NUMERATOR,Not Available,0
340041,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,Not Available,Not Available
340041,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,Not Available,Not Available
340041,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,Not Available,Not Available
340041,"SSI: Abdominal, Number of Procedures",HAI_4_DOPC_DAYS,Not Available,19
340041,SSI: Abdominal Predicted Cases,HAI_4_ELIGCASES,Not Available,0.159
340041,SSI: Abdominal Observed Cases,HAI_4_NUMERATOR,Not Available,1
340041,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,Not Available,Not Available
340041,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,Not Available,Not Available
340041,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,Not Available,Not Available
340041,MRSA Patient Days,HAI_5_DOPC_DAYS,Not Available,20662
340041,MRSA Predicted Cases,HAI_5_ELIGCASES,Not Available,0.878
340041,MRSA Observed Cases,HAI_5_NUMERATOR,Not Available,1
340041,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,Not Available,Not Available
340041,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,No Different than National Benchmark,0.652
340041,C.diff Upper Confidence Limit,HAI_6_CI_UPPER,No Different than National Benchmark,1.809
340041,C.diff Patient Days,HAI_6_DOPC_DAYS,No Different than National Benchmark,19817
340041,C.diff Predicted Cases,HAI_6_ELIGCASES,No Different than National Benchmark,13.369
340041,C.diff Observed Cases,HAI_6_NUMERATOR,No Different than National Benchmark,15
340041,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,No Different than National Benchmark,1.122
340042,CLABSI: Lower Confidence Limit,HAI_1_CI_LOWER,Not Available,Not Available
340042,CLABSI: Upper Confidence Limit,HAI_1_CI_UPPER,Not Available,Not Available
340042,CLABSI: Number of Device Days,HAI_1_DOPC_DAYS,Not Available,Not Available
340042,CLABSI: Predicted Cases,HAI_1_ELIGCASES,Not Available,Not Available
340042,CLABSI: Observed Cases,HAI_1_NUMERATOR,Not Available,Not Available
340042,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,Not Available,Not Available
340042,CAUTI: Lower Confidence Limit,HAI_2_CI_LOWER,Not Available,Not Available
340042,CAUTI: Upper Confidence Limit,HAI_2_CI_UPPER,Not Available,Not Available
340042,CAUTI: Number of Urinary Catheter Days,HAI_2_DOPC_DAYS,Not Available,Not Available
340042,CAUTI: Predicted Cases,HAI_2_ELIGCASES,Not Available,Not Available
340042,CAUTI: Observed Cases,HAI_2_NUMERATOR,Not Available,Not Available
340042,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,Not Available,Not Available
340042,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,No Different than National Benchmark,Not Available
340042,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,No Different than National Benchmark,2.424
340042,"SSI: Colon, Number of Procedures",HAI_3_DOPC_DAYS,No Different than National Benchmark,47
340042,SSI: Colon Predicted Cases,HAI_3_ELIGCASES,No Different than National Benchmark,1.236
340042,SSI: Colon Observed Cases,HAI_3_NUMERATOR,No Different than National Benchmark,0
340042,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,No Different than National Benchmark,0
340042,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,Not Available,Not Available
340042,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,Not Available,Not Available
340042,"SSI: Abdominal, Number of Procedures",HAI_4_DOPC_DAYS,Not Available,45
340042,SSI: Abdominal Predicted Cases,HAI_4_ELIGCASES,Not Available,0.37
340042,SSI: Abdominal Observed Cases,HAI_4_NUMERATOR,Not Available,0
340042,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,Not Available,Not Available
340042,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,No Different than National Benchmark,0.276
340042,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,No Different than National Benchmark,5.443
340042,MRSA Patient Days,HAI_5_DOPC_DAYS,No Different than National Benchmark,31910
340042,MRSA Predicted Cases,HAI_5_ELIGCASES,No Different than National Benchmark,1.214
340042,MRSA Observed Cases,HAI_5_NUMERATOR,No Different than National Benchmark,2
340042,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,No Different than National Benchmark,1.647
340042,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,No Different than National Benchmark,0.769
340042,C.diff Upper Confidence Limit,HAI_6_CI_UPPER,No Different than National Benchmark,1.749
340042,C.diff Patient Days,HAI_6_DOPC_DAYS,No Different than National Benchmark,27231
340042,C.diff Predicted Cases,HAI_6_ELIGCASES,No Different than National Benchmark,19.425
340042,C.diff Observed Cases,HAI_6_NUMERATOR,No Different than National Benchmark,23
340042,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,No Different than National Benchmark,1.184
340047,CLABSI: Lower Confidence Limit,HAI_1_CI_LOWER,Not Available,Not Available
340047,CLABSI: Upper Confidence Limit,HAI_1_CI_UPPER,Not Available,Not Available
340047,CLABSI: Number of Device Days,HAI_1_DOPC_DAYS,Not Available,Not Available
340047,CLABSI: Predicted Cases,HAI_1_ELIGCASES,Not Available,Not Available
340047,CLABSI: Observed Cases,HAI_1_NUMERATOR,Not Available,Not Available
340047,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,Not Available,Not Available
340047,CAUTI: Lower Confidence Limit,HAI_2_CI_LOWER,Not Available,Not Available
340047,CAUTI: Upper Confidence Limit,HAI_2_CI_UPPER,Not Available,Not Available
340047,CAUTI: Number of Urinary Catheter Days,HAI_2_DOPC_DAYS,Not Available,Not Available
340047,CAUTI: Predicted Cases,HAI_2_ELIGCASES,Not Available,Not Available
340047,CAUTI: Observed Cases,HAI_2_NUMERATOR,Not Available,Not Available
340047,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,Not Available,Not Available
340047,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,Worse than the National Benchmark,1.232
340047,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,Worse than the National Benchmark,2.628
340047,"SSI: Colon, Number of Procedures",HAI_3_DOPC_DAYS,Worse than the National Benchmark,505
340047,SSI: Colon Predicted Cases,HAI_3_ELIGCASES,Worse than the National Benchmark,14.742
340047,SSI: Colon Observed Cases,HAI_3_NUMERATOR,Worse than the National Benchmark,27
340047,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,Worse than the National Benchmark,1.832
340047,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,No Different than National Benchmark,Not Available
340047,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,No Different than National Benchmark,1.247
340047,"SSI: Abdominal, Number of Procedures",HAI_4_DOPC_DAYS,No Different than National Benchmark,260
340047,SSI: Abdominal Predicted Cases,HAI_4_ELIGCASES,No Different than National Benchmark,2.403
340047,SSI: Abdominal Observed Cases,HAI_4_NUMERATOR,No Different than National Benchmark,0
340047,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,No Different than National Benchmark,0
340047,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,Worse than the National Benchmark,1.356
340047,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,Worse than the National Benchmark,2.42
340047,MRSA Patient Days,HAI_5_DOPC_DAYS,Worse than the National Benchmark,230884
340047,MRSA Predicted Cases,HAI_5_ELIGCASES,Worse than the National Benchmark,25.13
340047,MRSA Observed Cases,HAI_5_NUMERATOR,Worse than the National Benchmark,46
340047,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,Worse than the National Benchmark,1.83
340047,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,No Different than National Benchmark,0.985
340047,C.diff Upper Confidence Limit,HAI_6_CI_UPPER,No Different than National Benchmark,1.3
340047,C.diff Patient Days,HAI_6_DOPC_DAYS,No Different than National Benchmark,219253
340047,C.diff Predicted Cases,HAI_6_ELIGCASES,No Different than National Benchmark,176.254
340047,C.diff Observed Cases,HAI_6_NUMERATOR,No Different than National Benchmark,200
340047,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,No Different than National Benchmark,1.135
340049,CLABSI: Lower Confidence Limit,HAI_1_CI_LOWER,Not Available,Not Available
340049,CLABSI: Upper Confidence Limit,HAI_1_CI_UPPER,Not Available,Not Available
340049,CLABSI: Number of Device Days,HAI_1_DOPC_DAYS,Not Available,Not Available
340049,CLABSI: Predicted Cases,HAI_1_ELIGCASES,Not Available,Not Available
340049,CLABSI: Observed Cases,HAI_1_NUMERATOR,Not Available,Not Available
340049,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,Not Available,Not Available
340049,CAUTI: Lower Confidence Limit,HAI_2_CI_LOWER,Not Available,Not Available
340049,CAUTI: Upper Confidence Limit,HAI_2_CI_UPPER,Not Available,Not Available
340049,CAUTI: Number of Urinary Catheter Days,HAI_2_DOPC_DAYS,Not Available,Not Available
340049,CAUTI: Predicted Cases,HAI_2_ELIGCASES,Not Available,Not Available
340049,CAUTI: Observed Cases,HAI_2_NUMERATOR,Not Available,Not Available
340049,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,Not Available,Not Available
340049,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,Not Available,Not Available
340049,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,Not Available,Not Available
340049,"SSI: Colon, Number of Procedures",HAI_3_DOPC_DAYS,Not Available,26
340049,SSI: Colon Predicted Cases,HAI_3_ELIGCASES,Not Available,0.602
340049,SSI: Colon Observed Cases,HAI_3_NUMERATOR,Not Available,0
340049,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,Not Available,Not Available
340049,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,Not Available,Not Available
340049,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,Not Available,Not Available
340049,"SSI: Abdominal, Number of Procedures",HAI_4_DOPC_DAYS,Not Available,Not Available
340049,SSI: Abdominal Predicted Cases,HAI_4_ELIGCASES,Not Available,Not Available
340049,SSI: Abdominal Observed Cases,HAI_4_NUMERATOR,Not Available,Not Available
340049,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,Not Available,Not Available
340049,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,Not Available,Not Available
340049,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,Not Available,Not Available
340049,MRSA Patient Days,HAI_5_DOPC_DAYS,Not Available,4426
340049,MRSA Predicted Cases,HAI_5_ELIGCASES,Not Available,0.079
340049,MRSA Observed Cases,HAI_5_NUMERATOR,Not Available,0
340049,Methicillin-resistant Staphylococcus Aureus (MRSA) Blood Laboratory-identified Events (Bloodstream infections),HAI_5_SIR,Not Available,Not Available
340049,C.diff Lower Confidence Limit,HAI_6_CI_LOWER,Not Available,Not Available
340049,C.diff Upper Confidence Limit,HAI_6_CI_UPPER,Not Available,Not Available
340049,C.diff Patient Days,HAI_6_DOPC_DAYS,Not Available,4426
340049,C.diff Predicted Cases,HAI_6_ELIGCASES,Not Available,0.836
340049,C.diff Observed Cases,HAI_6_NUMERATOR,Not Available,0
340049,Clostridium difficile (C.diff.) Laboratory-identified Events (Intestinal infections),HAI_6_SIR,Not Available,Not Available
340050,CLABSI: Lower Confidence Limit,HAI_1_CI_LOWER,Not Available,Not Available
340050,CLABSI: Upper Confidence Limit,HAI_1_CI_UPPER,Not Available,Not Available
340050,CLABSI: Number of Device Days,HAI_1_DOPC_DAYS,Not Available,Not Available
340050,CLABSI: Predicted Cases,HAI_1_ELIGCASES,Not Available,Not Available
340050,CLABSI: Observed Cases,HAI_1_NUMERATOR,Not Available,Not Available
340050,Central line-associated bloodstream infections (CLABSI) in ICUs and select wards,HAI_1_SIR,Not Available,Not Available
340050,CAUTI: Lower Confidence Limit,HAI_2_CI_LOWER,Not Available,Not Available
340050,CAUTI: Upper Confidence Limit,HAI_2_CI_UPPER,Not Available,Not Available
340050,CAUTI: Number of Urinary Catheter Days,HAI_2_DOPC_DAYS,Not Available,Not Available
340050,CAUTI: Predicted Cases,HAI_2_ELIGCASES,Not Available,Not Available
340050,CAUTI: Observed Cases,HAI_2_NUMERATOR,Not Available,Not Available
340050,Catheter-associated urinary tract infections (CAUTI) in ICUs and select wards,HAI_2_SIR,Not Available,Not Available
340050,SSI: Colon Lower Confidence Limit,HAI_3_CI_LOWER,No Different than National Benchmark,0.209
340050,SSI: Colon Upper Confidence Limit,HAI_3_CI_UPPER,No Different than National Benchmark,4.114
340050,"SSI: Colon, Number of Procedures",HAI_3_DOPC_DAYS,No Different than National Benchmark,58
340050,SSI: Colon Predicted Cases,HAI_3_ELIGCASES,No Different than National Benchmark,1.606
340050,SSI: Colon Observed Cases,HAI_3_NUMERATOR,No Different than National Benchmark,2
340050,Surgical Site Infection from colon surgery (SSI: Colon),HAI_3_SIR,No Different than National Benchmark,1.245
340050,SSI: Abdominal Lower Confidence Limit,HAI_4_CI_LOWER,Not Available,Not Available
340050,SSI: Abdominal Upper Confidence Limit,HAI_4_CI_UPPER,Not Available,Not Available
340050,"SSI: Abdominal, Number of Procedures",HAI_4_DOPC_DAYS,Not Available,97
340050,SSI: Abdominal Predicted Cases,HAI_4_ELIGCASES,Not Available,0.945
340050,SSI: Abdominal Observed Cases,HAI_4_NUMERATOR,Not Available,0
340050,Surgical Site Infection from abdominal hysterectomy (SSI: Hysterectomy),HAI_4_SIR,Not Available,Not Available
340050,MRSA Lower Confidence Limit,HAI_5_CI_LOWER,No Different than National Benchmark,0.228
340050,MRSA Upper Confidence Limit,HAI_5_CI_UPPER,No Different than National Benchmark,2.441
