id,Provider ID,Measure ID,Measure Name,Score,n_score,sample
,340151,OP_4,Aspirin at Arrival,99,0.96875,
,340155,IMM_2,Immunization for influenza,99,0.941176471,
,340155,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,99,0.98,
,340158,IMM_2,Immunization for influenza,99,0.941176471,
,340159,OP_4,Aspirin at Arrival,99,0.96875,
,340171,IMM_2,Immunization for influenza,99,0.941176471,
,340173,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,99,0.98,
,340184,IMM_2,Immunization for influenza,99,0.941176471,
,340184,OP_4,Aspirin at Arrival,99,0.96875,
,340186,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,99,0.98,
,340186,OP_4,Aspirin at Arrival,99,0.96875,
,341304,IMM_2,Immunization for influenza,99,0.941176471,
,341305,IMM_2,Immunization for influenza,99,0.941176471,
,341318,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,99,0.98,
,341318,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,99,0.989010989,
,341318,OP_4,Aspirin at Arrival,99,0.96875,
,341324,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,99,0.986486486,
,341328,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,99,0.989010989,
,341328,OP_4,Aspirin at Arrival,99,0.96875,
,340004,IMM_2,Immunization for influenza,98,0.882352941,
,340008,OP_4,Aspirin at Arrival,98,0.9375,
,340010,IMM_2,Immunization for influenza,98,0.882352941,
,340010,OP_4,Aspirin at Arrival,98,0.9375,
,340015,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,98,0.96,
,340015,OP_23,Head CT results,98,0.98,
,340023,OP_4,Aspirin at Arrival,98,0.9375,
,340028,IMM_2,Immunization for influenza,98,0.882352941,
,340030,VTE_5,Warfarin therapy discharge instructions,98,0.956521739,
,340039,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,98,0.96,
,340039,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,98,0.978021978,
,340047,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,98,0.972972973,
,340049,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,98,0.96,
,340051,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,98,0.96,
,340061,IMM_2,Immunization for influenza,98,0.882352941,
,340064,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,98,0.972972973,
,340068,IMM_2,Immunization for influenza,98,0.882352941,
,340069,IMM_2,Immunization for influenza,98,0.882352941,
,340069,VTE_5,Warfarin therapy discharge instructions,98,0.956521739,
,340073,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,98,0.96,
,340085,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,98,0.96,
,340090,ED_2b,ED2,98,0.393574297,
,340090,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,98,0.972972973,
,340096,OP_4,Aspirin at Arrival,98,0.9375,
,340097,OP_4,Aspirin at Arrival,98,0.9375,
,340098,IMM_2,Immunization for influenza,98,0.882352941,
,340098,VTE_5,Warfarin therapy discharge instructions,98,0.956521739,
,340114,IMM_2,Immunization for influenza,98,0.882352941,
,340114,VTE_5,Warfarin therapy discharge instructions,98,0.956521739,
,340115,IMM_2,Immunization for influenza,98,0.882352941,
,340116,IMM_2,Immunization for influenza,98,0.882352941,
,340119,IMM_2,Immunization for influenza,98,0.882352941,
,340120,OP_4,Aspirin at Arrival,98,0.9375,
,340126,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,98,0.96,
,340127,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,98,0.96,
,340130,IMM_2,Immunization for influenza,98,0.882352941,
,340132,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,98,0.972972973,
,340148,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,98,0.96,
,340151,IMM_2,Immunization for influenza,98,0.882352941,
,340151,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,98,0.96,
,340158,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,98,0.96,
,340159,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,98,0.96,
,340159,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,98,0.972972973,
,340173,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,98,0.978021978,
,340183,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,98,0.96,
,341303,IMM_2,Immunization for influenza,98,0.882352941,
,341303,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,98,0.96,
,341304,OP_4,Aspirin at Arrival,98,0.9375,
,341319,OP_4,Aspirin at Arrival,98,0.9375,
,341322,IMM_2,Immunization for influenza,98,0.882352941,
,341323,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,98,0.96,
,341324,OP_4,Aspirin at Arrival,98,0.9375,
,341326,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,98,0.96,
,341326,OP_4,Aspirin at Arrival,98,0.9375,
,340001,IMM_2,Immunization for influenza,97,0.823529412,
,340004,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,97,0.94,
,340014,STK_4,Thrombolytic Therapy,97,0.931818182,
,340016,IMM_2,Immunization for influenza,97,0.823529412,
,340020,IMM_2,Immunization for influenza,97,0.823529412,
,340030,IMM_2,Immunization for influenza,97,0.823529412,
,340032,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,97,0.959459459,
,340050,IMM_2,Immunization for influenza,97,0.823529412,
,340061,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,97,0.94,
,340084,IMM_2,Immunization for influenza,97,0.823529412,
,340090,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,97,0.967032967,
,340091,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,97,0.94,
,340097,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,97,0.959459459,
,340098,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,97,0.959459459,
,340099,IMM_2,Immunization for influenza,97,0.823529412,
,340099,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,97,0.967032967,
,340113,IMM_2,Immunization for influenza,97,0.823529412,
,340113,STK_4,Thrombolytic Therapy,97,0.931818182,
,340119,OP_4,Aspirin at Arrival,97,0.90625,
,340120,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,97,0.94,
,340123,OP_4,Aspirin at Arrival,97,0.90625,
,340130,OP_4,Aspirin at Arrival,97,0.90625,
,340131,IMM_2,Immunization for influenza,97,0.823529412,
,340132,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,97,0.967032967,
,340143,OP_4,Aspirin at Arrival,97,0.90625,
,340147,OP_4,Aspirin at Arrival,97,0.90625,
,340147,VTE_5,Warfarin therapy discharge instructions,97,0.934782609,
,340155,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,97,0.959459459,
,340156,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,97,0.94,
,340158,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,97,0.959459459,
,340166,IMM_2,Immunization for influenza,97,0.823529412,
,340166,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,97,0.959459459,
,340171,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,97,0.94,
,340186,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,97,0.959459459,
,341311,IMM_2,Immunization for influenza,97,0.823529412,
,341315,OP_4,Aspirin at Arrival,97,0.90625,
,341324,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,97,0.94,
,341326,IMM_2,Immunization for influenza,97,0.823529412,
,341329,IMM_2,Immunization for influenza,97,0.823529412,
,340001,OP_4,Aspirin at Arrival,96,0.875,
,340002,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,96,0.92,
,340008,IMM_2,Immunization for influenza,96,0.764705882,
,340013,IMM_2,Immunization for influenza,96,0.764705882,
,340020,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,96,0.92,
,340021,VTE_5,Warfarin therapy discharge instructions,96,0.913043478,
,340024,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,96,0.92,
,340027,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,96,0.92,
,340032,VTE_5,Warfarin therapy discharge instructions,96,0.913043478,
,340039,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,96,0.945945946,
,340040,IMM_2,Immunization for influenza,96,0.764705882,
,340040,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,96,0.945945946,
,340042,IMM_2,Immunization for influenza,96,0.764705882,
,340053,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,96,0.92,
,340069,STK_4,Thrombolytic Therapy,96,0.909090909,
,340070,ED_2b,ED2,96,0.385542169,
,340070,IMM_2,Immunization for influenza,96,0.764705882,
,340070,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,96,0.92,
,340084,OP_4,Aspirin at Arrival,96,0.875,
,340098,OP_4,Aspirin at Arrival,96,0.875,
,340106,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,96,0.945945946,
,340109,IMM_2,Immunization for influenza,96,0.764705882,
,340113,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,96,0.945945946,
,340119,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,96,0.92,
,340126,OP_4,Aspirin at Arrival,96,0.875,
,340129,OP_4,Aspirin at Arrival,96,0.875,
,340132,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,96,0.92,
,340133,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,96,0.945945946,
,340143,IMM_2,Immunization for influenza,96,0.764705882,
,340145,IMM_2,Immunization for influenza,96,0.764705882,
,340147,IMM_2,Immunization for influenza,96,0.764705882,
,340155,STK_4,Thrombolytic Therapy,96,0.909090909,
,340173,IMM_2,Immunization for influenza,96,0.764705882,
,340173,OP_23,Head CT results,96,0.96,
,340186,ED_2b,ED2,96,0.385542169,
,341315,IMM_2,Immunization for influenza,96,0.764705882,
,341316,OP_4,Aspirin at Arrival,96,0.875,
,341324,IMM_2,Immunization for influenza,96,0.764705882,
,341324,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,96,0.956043956,
,341325,IMM_2,Immunization for influenza,96,0.764705882,
,341327,OP_4,Aspirin at Arrival,96,0.875,
,341328,IMM_2,Immunization for influenza,96,0.764705882,
,340002,IMM_2,Immunization for influenza,95,0.705882353,
,340002,STK_4,Thrombolytic Therapy,95,0.886363636,
,340003,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,95,0.9,
,340004,STK_4,Thrombolytic Therapy,95,0.886363636,
,340010,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,95,0.9,
,340017,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,95,0.945054945,
,340020,OP_23,Head CT results,95,0.95,
,340021,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,95,0.945054945,
,340023,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,95,0.9,
,340027,IMM_2,Immunization for influenza,95,0.705882353,
,340027,OP_23,Head CT results,95,0.95,
,340032,OP_4,Aspirin at Arrival,95,0.84375,
,340041,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,95,0.9,
,340060,OP_4,Aspirin at Arrival,95,0.84375,
,340064,IMM_2,Immunization for influenza,95,0.705882353,
,340075,OP_4,Aspirin at Arrival,95,0.84375,
,340091,IMM_2,Immunization for influenza,95,0.705882353,
,340096,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,95,0.9,
,340099,OP_4,Aspirin at Arrival,95,0.84375,
,340106,IMM_2,Immunization for influenza,95,0.705882353,
,340120,IMM_2,Immunization for influenza,95,0.705882353,
,340126,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,95,0.932432432,
,340144,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,95,0.945054945,
,340147,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,95,0.9,
,340166,OP_4,Aspirin at Arrival,95,0.84375,
,340171,OP_4,Aspirin at Arrival,95,0.84375,
,340173,OP_4,Aspirin at Arrival,95,0.84375,
,340188,IMM_2,Immunization for influenza,95,0.705882353,
,341304,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,95,0.945054945,
,341304,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,95,0.932432432,
,341316,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,95,0.9,
,341328,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,95,0.932432432,
,340016,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,94,0.88,
,340027,ED_2b,ED2,94,0.37751004,
,340027,VTE_5,Warfarin therapy discharge instructions,94,0.869565217,
,340039,OP_4,Aspirin at Arrival,94,0.8125,
,340042,OP_4,Aspirin at Arrival,94,0.8125,
,340051,IMM_2,Immunization for influenza,94,0.647058824,
,340061,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,94,0.934065934,
,340069,OP_4,Aspirin at Arrival,94,0.8125,
,340071,IMM_2,Immunization for influenza,94,0.647058824,
,340073,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,94,0.934065934,
,340087,IMM_2,Immunization for influenza,94,0.647058824,
,340097,OP_23,Head CT results,94,0.94,
,340109,OP_4,Aspirin at Arrival,94,0.8125,
,340131,OP_21,Median time to pain med,94,1,
,340145,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,94,0.918918919,
,340147,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,94,0.934065934,
,340158,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,94,0.934065934,
,340171,ED_2b,ED2,94,0.37751004,
,341318,ED_2b,ED2,94,0.37751004,
,340004,OP_21,Median time to pain med,93,0.986842105,
,340016,OP_4,Aspirin at Arrival,93,0.78125,
,340017,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,93,0.905405405,
,340028,STK_4,Thrombolytic Therapy,93,0.840909091,
,340030,STK_4,Thrombolytic Therapy,93,0.840909091,
,340039,IMM_2,Immunization for influenza,93,0.588235294,
,340042,VTE_5,Warfarin therapy discharge instructions,93,0.847826087,
,340051,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,93,0.923076923,
,340068,OP_23,Head CT results,93,0.93,
,340084,ED_2b,ED2,93,0.373493976,
,340084,OP_21,Median time to pain med,93,0.986842105,
,340087,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,93,0.86,
,340091,VTE_5,Warfarin therapy discharge instructions,93,0.847826087,
,340097,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,93,0.923076923,
,340113,OP_4,Aspirin at Arrival,93,0.78125,
,340113,VTE_5,Warfarin therapy discharge instructions,93,0.847826087,
,340115,VTE_5,Warfarin therapy discharge instructions,93,0.847826087,
,340119,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,93,0.905405405,
,340141,STK_4,Thrombolytic Therapy,93,0.840909091,
,340142,IMM_2,Immunization for influenza,93,0.588235294,
,340151,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,93,0.905405405,
,340155,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,93,0.923076923,
,340186,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,93,0.923076923,
,340187,OP_4,Aspirin at Arrival,93,0.78125,
,341319,IMM_2,Immunization for influenza,93,0.588235294,
,341319,VTE_5,Warfarin therapy discharge instructions,93,0.847826087,
,341328,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,93,0.86,
,341329,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,93,0.86,
,340002,VTE_5,Warfarin therapy discharge instructions,92,0.826086957,
,340008,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,92,0.912087912,
,340016,ED_2b,ED2,92,0.369477912,
,340021,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,92,0.891891892,
,340047,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,92,0.912087912,
,340084,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,92,0.84,
,340091,STK_4,Thrombolytic Therapy,92,0.818181818,
,340099,VTE_5,Warfarin therapy discharge instructions,92,0.826086957,
,340107,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,92,0.912087912,
,340115,OP_4,Aspirin at Arrival,92,0.75,
,340116,OP_23,Head CT results,92,0.92,
,340116,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,92,0.891891892,
,340127,IMM_2,Immunization for influenza,92,0.529411765,
,340130,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,92,0.891891892,
,340183,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,92,0.891891892,
,340001,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,91,0.82,
,340001,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,91,0.878378378,
,340016,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,91,0.901098901,
,340017,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,91,0.82,
,340021,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,91,0.82,
,340032,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,91,0.82,
,340042,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,91,0.82,
,340047,IMM_2,Immunization for influenza,91,0.470588235,
,340069,OP_23,Head CT results,91,0.91,
,340090,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,91,0.82,
,340090,VTE_5,Warfarin therapy discharge instructions,91,0.804347826,
,340091,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,91,0.878378378,
,340107,OP_2,Fibrinolytic Therapy Received Within 30 Minutes of ED Arrival,91,1,
,340109,ED_2b,ED2,91,0.365461847,
,340127,OP_21,Median time to pain med,91,0.960526316,
,340158,ED_2b,ED2,91,0.365461847,
,340159,IMM_2,Immunization for influenza,91,0.470588235,
,340187,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,91,0.82,
,341319,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,91,0.82,
,340003,OP_23,Head CT results,90,0.9,
,340060,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,90,0.864864865,
,340070,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,90,0.89010989,
,340097,IMM_2,Immunization for influenza,90,0.411764706,
,340113,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,90,0.89010989,
,340127,ED_2b,ED2,90,0.361445783,
,340141,IMM_2,Immunization for influenza,90,0.411764706,
,340145,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,90,0.8,
,340155,OP_4,Aspirin at Arrival,90,0.6875,
,340166,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,90,0.89010989,
,340171,OP_23,Head CT results,90,0.9,
,340188,OP_4,Aspirin at Arrival,90,0.6875,
,341305,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,90,0.8,
,341323,IMM_2,Immunization for influenza,90,0.411764706,
,340010,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,89,0.851351351,
,340023,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,89,0.851351351,
,340024,OP_4,Aspirin at Arrival,89,0.65625,
,340032,OP_23,Head CT results,89,0.89,
,340047,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,89,0.78,
,340113,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,89,0.78,
,340119,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,89,0.879120879,
,340119,VTE_5,Warfarin therapy discharge instructions,89,0.760869565,
,340143,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,89,0.851351351,
,340145,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,89,0.879120879,
,341304,ED_2b,ED2,89,0.357429719,
,341326,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,89,0.879120879,
,340001,ED_2b,ED2,88,0.353413655,
,340003,ED_2b,ED2,88,0.353413655,
,340015,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,88,0.837837838,
,340030,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,88,0.868131868,
,340040,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,88,0.868131868,
,340053,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,88,0.868131868,
,340090,OP_23,Head CT results,88,0.88,
,340126,OP_23,Head CT results,88,0.88,
,340133,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,88,0.76,
,340141,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,88,0.837837838,
,340016,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,87,0.824324324,
,340024,IMM_2,Immunization for influenza,87,0.235294118,
,340037,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,87,0.74,
,340109,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,87,0.74,
,340156,IMM_2,Immunization for influenza,87,0.235294118,
,340008,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,86,0.810810811,
,340023,IMM_2,Immunization for influenza,86,0.176470588,
,340098,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,86,0.846153846,
,340107,ED_2b,ED2,86,0.345381526,
,340129,VTE_5,Warfarin therapy discharge instructions,86,0.695652174,
,340141,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,86,0.846153846,
,340166,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,86,0.72,
,340171,OP_30,Endoscopy/polyp surveillance: colonoscopy interval for patients with a history of adenomatous polyps - avoidance of inappropriate use,86,0.810810811,
,341311,ED_2b,ED2,86,0.345381526,
,341315,OP_21,Median time to pain med,86,0.894736842,
,340013,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,85,0.7,
,340023,ED_2b,ED2,85,0.341365462,
,340040,VTE_5,Warfarin therapy discharge instructions,85,0.673913043,
,340075,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,85,0.7,
,340096,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,85,0.835164835,
,340120,OP_23,Head CT results,85,0.85,
,340142,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,85,0.7,
,340151,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,85,0.835164835,
,340184,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,85,0.7,
,341317,IMM_2,Immunization for influenza,85,0.117647059,
,340001,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,84,0.824175824,
,340017,VTE_5,Warfarin therapy discharge instructions,84,0.652173913,
,340041,OP_21,Median time to pain med,84,0.868421053,
,340041,OP_23,Head CT results,84,0.84,
,340126,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,84,0.824175824,
,340147,OP_23,Head CT results,84,0.84,
,340151,ED_2b,ED2,84,0.337349398,
,341319,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,84,0.824175824,
,340002,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,83,0.813186813,
,340040,STK_4,Thrombolytic Therapy,83,0.613636364,
,340071,OP_29,Endoscopy/polyp surveillance: appropriate follow-up interval for normal colonoscopy in average risk patients,83,0.813186813,
,340073,OP_21,Median time to pain med,83,0.855263158,
,340099,ED_2b,ED2,83,0.333333333,
,340116,IMM_3_OP_27_FAC_ADHPCT,Healthcare workers given influenza vaccination,83,0.66,
,340123,VTE_5,Warfarin therapy discharge instructions,83,0.630434783,
