id,provider_id,measure_name,measure_id,compared_to_national,score,n_score
278,340028,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,16.1,0.099819528
279,340028,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,15,0.097755676
280,340028,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,4.07,0.027081786
281,340028,Blood stream infection after surgery,PSI_13_POST_SEPSIS,Worse than the National Rate,17.23,0.116659872
282,340028,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,1.75,0.012290909
283,340028,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,1.43,0.009026817
284,340028,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.93,0.004888464
285,340028,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,Worse than the National Rate,186.37,1.262519482
286,340028,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.56,0.002683699
287,340028,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.12,0.000400882
288,340028,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
289,340028,Serious complications,PSI_90_SAFETY,No Different than the National Rate,0.94,0.006753247
290,340030,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,3,0.162072767
291,340030,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,13.4,0.100968816
292,340030,Death rate for CABG,MORT_30_CABG,No Different than the National Rate,2.3,0.126984127
293,340030,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,7.8,0.053210505
294,340030,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,12.4,0.07047804
295,340030,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,16.3,0.101064161
296,340030,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,14.7,0.095792711
297,340030,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,5.36,0.035793881
298,340030,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,7.37,0.049667074
299,340030,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,2.73,0.019418182
300,340030,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,Better than the National Rate,1.03,0.00639125
301,340030,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.51,0.002528516
302,340030,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,142.38,0.964423663
303,340030,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.43,0.001985937
304,340030,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.21,0.001002205
305,340030,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
306,340030,Serious complications,PSI_90_SAFETY,No Different than the National Rate,0.81,0.005788497
307,340032,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,3.2,0.173098126
308,340032,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,12.9,0.097184378
309,340032,Death rate for CABG,MORT_30_CABG,No Different than the National Rate,1.9,0.10430839
310,340032,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,9.4,0.064210092
311,340032,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,12.7,0.072191444
312,340032,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,Worse than the National Rate,19.2,0.119111332
313,340032,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,16.4,0.106916181
314,340032,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,3.41,0.022624434
315,340032,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,7.46,0.05027857
316,340032,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,1.94,0.013672727
317,340032,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,0.96,0.005930026
318,340032,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.07,5.61892E-05
319,340032,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,126.06,0.85383208
320,340032,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.25,0.001019806
321,340032,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.23,0.001135832
322,340032,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
323,340032,Serious complications,PSI_90_SAFETY,Better than the National Rate,0.6,0.004230056
327,340037,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,6.8,0.046335762
328,340037,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,12.3,0.069906905
329,340037,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,15.5,0.096085631
330,340037,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,13.3,0.086632206
331,340037,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,4.81,0.032079422
333,340037,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,2.28,0.016145455
334,340037,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,1.17,0.007313698
335,340037,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.31,0.001404731
337,340037,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.39,0.001771241
338,340037,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.16,0.000668137
339,340037,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
340,340037,Serious complications,PSI_90_SAFETY,No Different than the National Rate,0.79,0.005640074
341,340039,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,3.6,0.195148842
342,340039,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,14.4,0.108537693
344,340039,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,5.9,0.040148494
345,340039,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,13.7,0.077902793
346,340039,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,Worse than the National Rate,19.4,0.120355965
347,340039,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,13.5,0.087940849
348,340039,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,6.77,0.045316404
349,340039,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,12.01,0.081193097
350,340039,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,2.15,0.0152
351,340039,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,0.9,0.005534691
352,340039,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.14,0.000449514
353,340039,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,127.46,0.863319103
354,340039,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.28,0.001180828
355,340039,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.11,0.000334068
356,340039,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
357,340039,Serious complications,PSI_90_SAFETY,No Different than the National Rate,0.82,0.005862709
358,340040,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,3,0.162072767
359,340040,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,13.5,0.101725704
360,340040,Death rate for CABG,MORT_30_CABG,No Different than the National Rate,2.1,0.115646259
361,340040,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,Worse than the National Rate,10.1,0.069022412
362,340040,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,12.8,0.072762579
363,340040,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,16.7,0.103553426
364,340040,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,16.2,0.105607538
365,340040,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,5.1,0.034037955
366,340040,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,12.21,0.082551977
367,340040,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,3.58,0.0256
368,340040,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,Worse than the National Rate,1.95,0.012453054
369,340040,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.28,0.001236163
370,340040,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,147.63,1
371,340040,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.38,0.001717567
372,340040,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.13,0.000467696
373,340040,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
374,340040,Serious complications,PSI_90_SAFETY,No Different than the National Rate,1.01,0.007272727
375,340041,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,3.8,0.206174201
376,340041,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,14,0.105510142
378,340041,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,7.4,0.050460608
379,340041,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,11.8,0.067051231
380,340041,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,Worse than the National Rate,19.2,0.119111332
381,340041,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,14.5,0.094484067
382,340041,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,7.02,0.047004795
384,340041,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,2.24,0.015854545
385,340041,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,1.25,0.007840812
386,340041,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.69,0.003539922
387,340041,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,127.17,0.861353934
388,340041,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.42,0.001932263
389,340041,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.26,0.001336273
390,340041,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
391,340041,Serious complications,PSI_90_SAFETY,No Different than the National Rate,1,0.007198516
392,340042,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,3.2,0.173098126
393,340042,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,13.2,0.099455041
395,340042,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,8,0.054585453
396,340042,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,11.3,0.064195557
397,340042,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,15.8,0.09795258
398,340042,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,15.5,0.101027285
399,340042,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,3.57,0.023705004
400,340042,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,9.58,0.064682701
401,340042,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,2.74,0.019490909
402,340042,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,1.63,0.0103446
403,340042,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.15,0.000505703
404,340042,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,127.47,0.863386867
405,340042,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.32,0.001395524
406,340042,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.12,0.000400882
407,340042,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
408,340042,Serious complications,PSI_90_SAFETY,No Different than the National Rate,0.79,0.005640074
409,340047,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,2.5,0.134509372
410,340047,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,13.4,0.100968816
411,340047,Death rate for CABG,MORT_30_CABG,No Different than the National Rate,2.4,0.132653061
412,340047,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,7.3,0.049773134
413,340047,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,10.8,0.061339882
414,340047,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,Better than the National Rate,12.7,0.078660775
415,340047,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,16.9,0.11018779
416,340047,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,5.31,0.035456203
417,340047,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,12.98,0.087783666
418,340047,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,2.14,0.015127273
419,340047,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,1.85,0.011794162
420,340047,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.17,0.000618082
421,340047,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,114.58,0.77603849
422,340047,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.28,0.001180828
423,340047,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.2,0.000935391
424,340047,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
425,340047,Serious complications,PSI_90_SAFETY,No Different than the National Rate,0.98,0.007050093
426,340049,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,2,0.106945976
433,340049,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,6.13,0.040994124
434,340049,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,9.37,0.063255877
436,340049,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,1.42,0.008960928
437,340049,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.44,0.002135191
439,340049,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.39,0.001771241
440,340049,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.17,0.00073495
441,340049,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
442,340049,Serious complications,PSI_90_SAFETY,No Different than the National Rate,0.94,0.006753247
443,340050,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,4.5,0.244762955
444,340050,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,14.5,0.109294581
445,340050,Death rate for CABG,MORT_30_CABG,No Different than the National Rate,2.8,0.155328798
446,340050,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,6.3,0.042898391
447,340050,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,10.6,0.060197613
448,340050,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,15,0.092974049
449,340050,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,17.2,0.112150756
450,340050,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,7.35,0.049233471
451,340050,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,12.35,0.083503193
452,340050,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,2.14,0.015127273
453,340050,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,2.11,0.013507281
454,340050,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.33,0.00151711
455,340050,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,178.03,1.20600393
456,340050,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.36,0.00161022
457,340050,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.1,0.000267255
458,340050,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
459,340050,Serious complications,PSI_90_SAFETY,No Different than the National Rate,1.17,0.008460111
460,340051,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,3.7,0.200661521
461,340051,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,13,0.097941266
463,340051,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,8.2,0.055960401
464,340051,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,12,0.0681935
465,340051,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,16.6,0.10293111
466,340051,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,14.1,0.09186678
467,340051,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,5.8,0.038765449
468,340051,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,9.32,0.062916157
469,340051,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,2.77,0.019709091
470,340051,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,1.28,0.008038479
471,340051,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.22,0.000899028
472,340051,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,124.46,0.842989768
473,340051,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.38,0.001717567
474,340051,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.14,0.000534509
475,340051,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
476,340051,Serious complications,PSI_90_SAFETY,No Different than the National Rate,0.87,0.006233766
477,340053,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,2.6,0.140022051
478,340053,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,12.6,0.094913715
479,340053,Death rate for CABG,MORT_30_CABG,No Different than the National Rate,2.7,0.149659864
480,340053,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,8,0.054585453
481,340053,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,12.9,0.073333714
482,340053,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,16.6,0.10293111
483,340053,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,15.4,0.100372963
484,340053,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,5.47,0.036536773
485,340053,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,8.47,0.057140916
486,340053,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,1.7,0.011927273
487,340053,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,1.52,0.009619819
488,340053,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.2,0.000786649
489,340053,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,126.78,0.85871112
490,340053,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.41,0.001878589
491,340053,Infections from a large venous catheter,PSI_7_CVCBI,Worse than the National Rate,0.49,0.002872987
492,340053,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
493,340053,Serious complications,PSI_90_SAFETY,No Different than the National Rate,0.94,0.006753247
495,340060,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,13.9,0.104753255
497,340060,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,7.9,0.053897979
498,340060,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,12.1,0.068764635
499,340060,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,18.6,0.115377435
500,340060,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,15.2,0.09906432
501,340060,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,4.59,0.030593638
503,340060,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,2.24,0.015854545
504,340060,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,1.72,0.010937603
505,340060,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.27,0.001179974
507,340060,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.44,0.002039611
508,340060,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.15,0.000601323
509,340060,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
510,340060,Serious complications,PSI_90_SAFETY,No Different than the National Rate,0.91,0.006530612
511,340061,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,3,0.162072767
512,340061,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,13.4,0.100968816
513,340061,Death rate for CABG,MORT_30_CABG,No Different than the National Rate,2,0.109977324
514,340061,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,7.4,0.050460608
515,340061,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,12.5,0.071049175
516,340061,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,16.9,0.104798058
517,340061,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,16.1,0.104953216
518,340061,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,Worse than the National Rate,7.55,0.050584183
519,340061,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,13.52,0.091452643
520,340061,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,2.72,0.019345455
521,340061,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,1.27,0.00797259
522,340061,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.96,0.005057032
523,340061,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,150.03,1.016263468
524,340061,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.4,0.001824915
525,340061,Infections from a large venous catheter,PSI_7_CVCBI,Worse than the National Rate,0.61,0.003674751
526,340061,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
527,340061,Serious complications,PSI_90_SAFETY,Worse than the National Rate,1.13,0.008163265
528,340064,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,2.8,0.151047409
529,340064,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,14.1,0.10626703
531,340064,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,8.9,0.060772721
532,340064,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,11.4,0.064766691
533,340064,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,No Different than the National Rate,18.7,0.115999751
534,340064,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,15,0.097755676
535,340064,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,5.08,0.033902884
537,340064,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,2.26,0.016
538,340064,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,1.24,0.007774923
539,340064,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.21,0.000842839
541,340064,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.35,0.001556546
542,340064,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.14,0.000534509
543,340064,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
544,340064,Serious complications,PSI_90_SAFETY,No Different than the National Rate,0.81,0.005788497
545,340068,Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,3.1,0.167585447
546,340068,Acute Myocardial Infarction (AMI) 30-Day Mortality Rate,MORT_30_AMI,No Different than the National Rate,14.8,0.111565244
548,340068,Death rate for chronic obstructive pulmonary disease (COPD) patients,MORT_30_COPD,No Different than the National Rate,7.6,0.051835556
549,340068,Heart failure (HF) 30-Day Mortality Rate,MORT_30_HF,No Different than the National Rate,10.7,0.060768748
550,340068,Pneumonia (PN) 30-Day Mortality Rate,MORT_30_PN,Worse than the National Rate,19.4,0.120355965
551,340068,Death rate for stroke patients,MORT_30_STK,No Different than the National Rate,14.6,0.095138389
552,340068,Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,7.39,0.049503613
553,340068,Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,10.39,0.070186167
554,340068,A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,2.13,0.015054545
555,340068,Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,1.23,0.007709033
556,340068,Pressure sores,PSI_3_ULCER,No Different than the National Rate,0.18,0.000674271
557,340068,Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,140.23,0.949854306
558,340068,Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,0.5,0.002361655
559,340068,Infections from a large venous catheter,PSI_7_CVCBI,No Different than the National Rate,0.13,0.000467696
560,340068,Broken hip from a fall after surgery,PSI_8_POST_HIP,No Different than the National Rate,0.06,0
561,340068,Serious complications,PSI_90_SAFETY,No Different than the National Rate,0.98,0.007050093
